"index","progressed","size","PDI","API_prop","oil_total","surfactant_total","cosolvent_total","other_total","o_num","s_num","c_num","other_num","cplx_minmax_norm","API_mol_wt","logp_chemaxon","API_melt_temp","API_water_sol","API_polar_sa","API_rot_bond","API_H_bond_donor","API_H_bond_accept","o_LC","o_sat","s_HLB","c_mol_wt","c_melt_temp","c_boil_temp","c_density","c_viscosity"
135,"0",189,NA,10.42,33.33,56.25,0,0,1,3,0,0,0.25,720.948,5.22,121,0.0013,145.78,18,4,6,0,1,12.8,0,0,0,0,0
136,"0",82,NA,10.42,25,64.59,0,0,1,3,0,0,0.25,720.948,5.22,121,0.0013,145.78,18,4,6,0,1,13,0,0,0,0,0
137,"1",22,NA,10.42,16.67,72.91,0,0,1,3,0,0,0.25,720.948,5.22,121,0.0013,145.78,18,4,6,0,1,13.2,0,0,0,0,0
138,"0",54,NA,10.42,8.33,81.25,0,0,1,3,0,0,0.25,720.948,5.22,121,0.0013,145.78,18,4,6,0,1,13.2,0,0,0,0,0
139,"0",79,NA,10.42,4.17,85.41,0,0,1,3,0,0,0.25,720.948,5.22,121,0.0013,145.78,18,4,6,0,1,13.2,0,0,0,0,0
140,"1",NA,NA,0.84,54.54,34.71,9.92,0,2,1,1,0,0.25,720.948,5.22,121,0.0013,145.78,18,4,6,1,0,15,46.1,-114.1,78.4,0.8,1.1
141,"0",33.77,NA,14.85,45.38,12.77,26.99,0,1,1,1,0,0.125,628.814,4.69,125.5,0.0019,120,15,4,5,0,1,15,76.1,-59,188.2,1,56
142,"0",42.73,NA,15.29,59.3,18.38,7.03,0,1,1,1,0,0.125,628.814,4.69,125.5,0.0019,120,15,4,5,0,1,15,76.1,-59,188.2,1,56
143,"0",48.61,NA,15.36,60.69,7.03,16.93,0,1,1,1,0,0.125,628.814,4.69,125.5,0.0019,120,15,4,5,0,1,15,76.1,-59,188.2,1,56
144,"0",64.12,NA,8.17,73.47,4.59,13.77,0,1,1,1,0,0.125,628.814,4.69,125.5,0.0019,120,15,4,5,0,1,15,76.1,-59,188.2,1,56
145,"0",26.17,NA,11.25,22.19,31.06,35.5,0,1,1,1,0,0.125,628.814,4.69,125.5,0.0019,120,15,4,5,0,1,15,76.1,-59,188.2,1,56
146,"0",35.65,NA,10.75,49.09,4.46,35.7,0,1,1,1,0,0.125,628.814,4.69,125.5,0.0019,120,15,4,5,0,1,15,76.1,-59,188.2,1,56
147,"1",32.9,NA,16.15,44.02,20.96,18.87,0,1,1,1,0,0.125,628.814,4.69,125.5,0.0019,120,15,4,5,0,1,15,76.1,-59,188.2,1,56
148,"0",21.6,NA,8.5,22.88,36.6,32.03,0,1,1,1,0,0.125,628.814,4.69,125.5,0.0019,120,15,4,5,0,1,15,76.1,-59,188.2,1,56
149,"0",37.12,NA,13.85,56,25.85,4.31,0,1,1,1,0,0.125,628.814,4.69,125.5,0.0019,120,15,4,5,0,1,15,76.1,-59,188.2,1,56
150,"0",24.52,NA,11.25,22.19,39.94,26.63,0,1,1,1,0,0.125,628.814,4.69,125.5,0.0019,120,15,4,5,0,1,15,76.1,-59,188.2,1,56
151,"0",29.19,NA,14.5,34.2,17.1,34.2,0,1,1,1,0,0.125,628.814,4.69,125.5,0.0019,120,15,4,5,0,1,15,76.1,-59,188.2,1,56
152,"0",28.95,NA,13,28.97,36.28,21.75,0,1,1,1,0,0.125,628.814,4.69,125.5,0.0019,120,15,4,5,0,1,15,76.1,-59,188.2,1,56
153,"0",52.25,NA,14,68.8,8.6,8.6,0,1,1,1,0,0.125,628.814,4.69,125.5,0.0019,120,15,4,5,0,1,15,76.1,-59,188.2,1,56
154,"0",30.64,NA,14,44.46,30.1,11.44,0,1,1,1,0,0.125,628.814,4.69,125.5,0.0019,120,15,4,5,0,1,15,76.1,-59,188.2,1,56
155,"0",59.8,NA,15.05,67.96,12.74,4.25,0,1,1,1,0,0.125,628.814,4.69,125.5,0.0019,120,15,4,5,0,1,15,76.1,-59,188.2,1,56
156,"0",29.03,NA,12.52,30.62,24.76,32.11,0,1,1,1,0,0.125,628.814,4.69,125.5,0.0019,120,15,4,5,0,1,15,76.1,-59,188.2,1,56
157,"0",29.17,NA,12.64,32.76,39.31,15.29,0,1,1,1,0,0.125,628.814,4.69,125.5,0.0019,120,15,4,5,0,1,15,76.1,-59,188.2,1,56
158,"0",29.86,NA,11.32,44.34,39.91,4.43,0,1,1,1,0,0.125,628.814,4.69,125.5,0.0019,120,15,4,5,0,1,15,76.1,-59,188.2,1,56
159,"0",38.31,NA,13,58.73,4.35,23.93,0,1,1,1,0,0.125,628.814,4.69,125.5,0.0019,120,15,4,5,0,1,15,76.1,-59,188.2,1,56
160,"1",53.16,NA,2,30.26,42.39,25.35,0,1,1,1,0,0.125,628.814,4.69,125.5,0.0019,120,15,4,5,1,0,15,134.2,-76,202,1,4.8
161,"0",NA,NA,5.1,23.72,47.45,23.73,0,2,1,1,0,0.25,261.707,5.49,207,0.0158,49.33,3,2,3,0,1,13,46.1,-114.1,78.4,0.8,1.1
162,"0",187.9,0.358,8,9.2,9.2,73.6,0,1,1,1,0,0.125,346.335,1.82,173,0.0177,107.77,6,1,5,0,1,15,134.2,-76,202,1,4.8
163,"1",132.9,0.183,8,9.2,9.2,73.6,0,1,1,1,0,0.125,346.335,1.82,173,0.0177,107.77,6,1,5,0,1,13,134.2,-76,202,1,4.8
164,"1",74,NA,3,48.5,48.5,0,0,1,2,0,0,0.125,346.335,1.82,173,0.0177,107.77,6,1,5,0,1,10,0,0,0,0,0
165,"0",133.5,0.94,0.75,15.12,30.33,53.05,0.75,1,1,1,1,0.25,494.004,3.79,169,0.0021,113.6,7,3,5,0,1,16,134.2,-76,202,1,4.8
166,"0",81,NA,0.5,24.88,49.75,24.88,0,1,1,1,0,0.125,494.004,3.79,169,0.0021,113.6,7,3,5,0,1,15,76.1,-27,214,1.1,44.9
167,"1",46,NA,0.5,29.85,54.73,14.93,0,1,1,1,0,0.125,494.004,3.79,169,0.0021,113.6,7,3,5,0,1,15,76.1,-27,214,1.1,44.9
168,"0",57,NA,0.5,34.83,54.73,9.95,0,1,1,1,0,0.125,494.004,3.79,169,0.0021,113.6,7,3,5,0,1,15,76.1,-27,214,1.1,44.9
169,"0",36,NA,0.5,24.88,59.7,14.93,0,1,1,1,0,0.125,494.004,3.79,169,0.0021,113.6,7,3,5,0,1,15,76.1,-27,214,1.1,44.9
170,"0",38,NA,0.5,29.85,59.7,9.95,0,1,1,1,0,0.125,494.004,3.79,169,0.0021,113.6,7,3,5,0,1,15,76.1,-27,214,1.1,44.9
171,"0",43,NA,0.5,19.9,69.65,9.95,0,1,1,1,0,0.125,494.004,3.79,169,0.0021,113.6,7,3,5,0,1,15,76.1,-27,214,1.1,44.9
172,"1",12,0.14,0.8,4.96,24.8,69.44,0,1,1,2,0,0.25,494.004,3.79,169,0.0021,113.6,7,3,5,0,1,16,143.1,-6.7,261.2,1.1,35.9
173,"1",12,0.12,0.8,4.96,24.8,69.44,0,1,1,2,0,0.25,494.004,3.79,169,0.0021,113.6,7,3,5,0,1,16,100.5,-54,172.4,1,3.7
174,"1",387,0.29,0.63,5.96,46.71,46.71,0,1,1,1,0,0.125,494.004,3.79,169,0.0021,113.6,7,3,5,0,1,16,134.2,-76,202,1,4.8
175,"0",236,NA,1.67,49.67,48.66,0,0,2,2,0,0,0.25,494.004,3.79,169,0.0021,113.6,7,3,5,0,1,15.5,0,0,0,0,0
176,"0",217.5,NA,1.67,39.93,58.4,0,0,2,2,0,0,0.25,494.004,3.79,169,0.0021,113.6,7,3,5,0,1,15.5,0,0,0,0,0
177,"0",147,NA,1.67,33.45,64.88,0,0,2,2,0,0,0.25,494.004,3.79,169,0.0021,113.6,7,3,5,0,1,15.5,0,0,0,0,0
178,"0",70.45,NA,1.67,25.33,73,0,0,2,2,0,0,0.25,494.004,3.79,169,0.0021,113.6,7,3,5,0,1,15.5,0,0,0,0,0
179,"1",17.85,NA,1.67,20.47,77.86,0,0,2,2,0,0,0.25,494.004,3.79,169,0.0021,113.6,7,3,5,0,1,15.5,0,0,0,0,0
180,"1",14.25,NA,1.67,17.22,81.1,0,0,2,2,0,0,0.25,494.004,3.79,169,0.0021,113.6,7,3,5,0,1,15.5,0,0,0,0,0
181,"1",17.8,0.127,5,9.5,57,28.5,0,1,1,1,0,0.125,435.519,5.27,116.5,0.0234,112.07,10,2,6,0,1,15,400,6,250,1.1,90
182,"1",12.3,0.138,5,9.5,42.75,42.75,0,1,1,1,0,0.125,435.519,5.27,116.5,0.0234,112.07,10,2,6,0,1,15,400,6,250,1.1,90
183,"1",97.1,0.202,5,9.5,28.5,57,0,1,1,1,0,0.125,435.519,5.27,116.5,0.0234,112.07,10,2,6,0,1,15,400,6,250,1.1,90
184,"0",111.9,0.341,5,9.5,57,28.5,0,1,1,1,0,0.125,435.519,5.27,116.5,0.0234,112.07,10,2,6,0,1,13,400,6,250,1.1,90
185,"0",135.4,0.442,5,9.5,42.75,42.75,0,1,1,1,0,0.125,435.519,5.27,116.5,0.0234,112.07,10,2,6,0,1,13,400,6,250,1.1,90
186,"0",157.5,0.386,5,9.5,28.5,57,0,1,1,1,0,0.125,435.519,5.27,116.5,0.0234,112.07,10,2,6,0,1,13,400,6,250,1.1,90
187,"0",4964,0.7,16,19.99,12.8,51.21,0,2,1,1,0,0.25,435.519,5.27,116.5,0.0234,112.07,10,2,6,0,1,16,60.1,-89,82.5,0.8,2.4
188,"1",105.2,0.2,16,26.23,19.25,38.51,0,2,1,1,0,0.25,435.519,5.27,116.5,0.0234,112.07,10,2,6,0,1,16,134.2,-76,202,1,4.8
189,"0",135.4,0.4,16,22.26,15.43,46.3,0,2,1,1,0,0.25,435.519,5.27,116.5,0.0234,112.07,10,2,6,0,1,16,134.2,-76,202,1,4.8
190,"0",353.7,0.7,16,26.5,19.16,38.33,0,2,1,1,0,0.25,435.519,5.27,116.5,0.0234,112.07,10,2,6,0,1,16,60.1,-89,82.5,0.8,2.4
191,"0",348.4,0.431,2,32,66,0,0,1,2,0,0,0.125,435.519,5.27,116.5,0.0234,112.07,10,2,6,0,1,9.5,0,0,0,0,0
192,"0",221.2,0.524,2,32,66,0,0,1,2,0,0,0.125,435.519,5.27,116.5,0.0234,112.07,10,2,6,0,1,11,0,0,0,0,0
193,"0",298.3,0.441,2,52,46,0,0,1,2,0,0,0.125,435.519,5.27,116.5,0.0234,112.07,10,2,6,0,1,10.3,0,0,0,0,0
194,"1",133.7,0.321,2,16,82,0,0,1,2,0,0,0.125,435.519,5.27,116.5,0.0234,112.07,10,2,6,0,1,10.3,0,0,0,0,0
195,"0",256.3,0.547,2,40,58,0,0,1,2,0,0,0.125,435.519,5.27,116.5,0.0234,112.07,10,2,6,0,1,10.4,0,0,0,0,0
196,"0",29.01,NA,8,28.52,51.03,12.45,0,1,1,1,0,0.125,435.519,5.27,116.5,0.0234,112.07,10,2,6,1,0,15,134.2,-76,202,1,4.8
197,"0",26.35,NA,10,27.9,49.92,12.18,0,1,1,1,0,0.125,435.519,5.27,116.5,0.0234,112.07,10,2,6,1,0,15,134.2,-76,202,1,4.8
198,"0",25.89,NA,12,27.28,48.81,11.91,0,1,1,1,0,0.125,435.519,5.27,116.5,0.0234,112.07,10,2,6,1,0,15,134.2,-76,202,1,4.8
199,"1",27.68,0.15,14,26.66,47.7,11.64,0,1,1,1,0,0.125,435.519,5.27,116.5,0.0234,112.07,10,2,6,1,0,15,134.2,-76,202,1,4.8
200,"0",32.81,NA,16,26.04,46.6,11.36,0,1,1,1,0,0.125,435.519,5.27,116.5,0.0234,112.07,10,2,6,1,0,15,134.2,-76,202,1,4.8
201,"1",33.34,0.159,8,0,64.4,27.6,0,0,2,1,0,0.125,435.519,5.27,116.5,0.0234,112.07,10,2,6,0,0,14.6,134.2,-76,202,1,4.8
202,"1",150.8,0.27,18.52,7.41,33.33,33.33,7.41,1,1,1,1,0.25,435.519,5.27,116.5,0.0234,112.07,10,2,6,0,1,16,134.2,-76,202,1,4.8
203,"1",110.2,0.31,18.52,7.41,33.33,33.33,7.41,1,1,1,1,0.25,435.519,5.27,116.5,0.0234,112.07,10,2,6,0,1,15,134.2,-76,202,1,4.8
204,"1",101.5,0.36,18.52,7.41,33.33,33.33,7.41,1,1,1,1,0.25,435.519,5.27,116.5,0.0234,112.07,10,2,6,0,1,13,134.2,-76,202,1,4.8
205,"0",202.4,0.38,18.52,7.41,33.33,33.33,7.41,1,1,1,1,0.25,435.519,5.27,116.5,0.0234,112.07,10,2,6,0,1,14,134.2,-76,202,1,4.8
206,"1",121.2,0.21,42.11,5.26,47.37,0,5.26,1,2,0,1,0.25,435.519,5.27,116.5,0.0234,112.07,10,2,6,0,1,14.3,0,0,0,0,0
207,"0",82,NA,8.47,21.19,70.34,0,0,1,2,0,0,0.125,435.519,5.27,116.5,0.0234,112.07,10,2,6,0,1,15,0,0,0,0,0
208,"0",87,NA,7.87,26.57,65.55,0,0,1,2,0,0,0.125,435.519,5.27,116.5,0.0234,112.07,10,2,6,0,1,15,0,0,0,0,0
209,"0",78,NA,8.15,20.37,71.49,0,0,1,2,0,0,0.125,435.519,5.27,116.5,0.0234,112.07,10,2,6,0,1,15,0,0,0,0,0
210,"0",79,NA,7.6,25.67,66.73,0,0,1,2,0,0,0.125,435.519,5.27,116.5,0.0234,112.07,10,2,6,0,1,15,0,0,0,0,0
211,"0",76,NA,8.46,21.14,70.4,0,0,1,2,0,0,0.125,435.519,5.27,116.5,0.0234,112.07,10,2,6,0,1,15,0,0,0,0,0
212,"0",89,NA,7.87,26.57,65.55,0,0,1,2,0,0,0.125,435.519,5.27,116.5,0.0234,112.07,10,2,6,0,1,15,0,0,0,0,0
213,"0",93,NA,8.46,21.14,70.4,0,0,1,2,0,0,0.125,435.519,5.27,116.5,0.0234,112.07,10,2,6,0,1,15,0,0,0,0,0
214,"0",84,NA,7.6,25.67,66.73,0,0,1,2,0,0,0.125,435.519,5.27,116.5,0.0234,112.07,10,2,6,0,1,15,0,0,0,0,0
215,"0",85,NA,8.31,24.4,67.28,0,0,1,2,0,0,0.125,435.519,5.27,116.5,0.0234,112.07,10,2,6,0,1,15,0,0,0,0,0
216,"0",87,NA,8.01,23.52,68.47,0,0,1,2,0,0,0.125,435.519,5.27,116.5,0.0234,112.07,10,2,6,0,1,14.9,0,0,0,0,0
217,"0",85,NA,8.01,23.52,68.47,0,0,1,2,0,0,0.125,435.519,5.27,116.5,0.0234,112.07,10,2,6,0,1,15.1,0,0,0,0,0
218,"0",78,NA,7.73,22.71,69.56,0,0,1,2,0,0,0.125,435.519,5.27,116.5,0.0234,112.07,10,2,6,0,1,15,0,0,0,0,0
219,"1",75.6,NA,8.01,23.52,68.46,0,0,1,2,0,0,0.125,435.519,5.27,116.5,0.0234,112.07,10,2,6,0,1,15,0,0,0,0,0
220,"0",18.3,0.23,4,9.6,9.6,76.8,0,1,1,1,0,0.125,435.519,5.27,116.5,0.0234,112.07,10,2,6,0,1,15,134.2,-76,202,1,4.8
221,"0",13.07,0.13,4,9.6,76.8,9.6,0,1,1,1,0,0.125,435.519,5.27,116.5,0.0234,112.07,10,2,6,0,1,15,134.2,-76,202,1,4.8
222,"0",13.9,0.12,4,9.6,38.4,48,0,1,1,1,0,0.125,435.519,5.27,116.5,0.0234,112.07,10,2,6,0,1,15,134.2,-76,202,1,4.8
223,"0",17.09,0.18,4,28.8,38.4,28.8,0,1,1,1,0,0.125,435.519,5.27,116.5,0.0234,112.07,10,2,6,0,1,15,134.2,-76,202,1,4.8
224,"1",13.95,0.11,4,9.6,19.2,67.2,0,1,1,1,0,0.125,435.519,5.27,116.5,0.0234,112.07,10,2,6,1,0,15,134.2,-76,202,1,4.8
225,"0",13.13,0.18,4,9.6,76.8,9.6,0,1,1,1,0,0.125,435.519,5.27,116.5,0.0234,112.07,10,2,6,1,0,15,134.2,-76,202,1,4.8
226,"0",14.72,0.13,4,9.6,38.4,48,0,1,1,1,0,0.125,435.519,5.27,116.5,0.0234,112.07,10,2,6,1,0,15,134.2,-76,202,1,4.8
227,"0",22.13,0.12,4,28.8,38.4,28.8,0,1,1,1,0,0.125,435.519,5.27,116.5,0.0234,112.07,10,2,6,1,0,15,134.2,-76,202,1,4.8
228,"0",15.1,0.16,4,9.6,28.8,57.6,0,1,1,1,0,0.125,435.519,5.27,116.5,0.0234,112.07,10,2,6,0,1,15,134.2,-76,202,1,4.8
229,"0",11.99,0.09,4,9.6,76.8,9.6,0,1,1,1,0,0.125,435.519,5.27,116.5,0.0234,112.07,10,2,6,0,1,15,134.2,-76,202,1,4.8
230,"0",18.75,0.21,4,9.6,38.4,48,0,1,1,1,0,0.125,435.519,5.27,116.5,0.0234,112.07,10,2,6,0,1,15,134.2,-76,202,1,4.8
231,"0",21.81,0.24,4,28.8,38.4,28.8,0,1,1,1,0,0.125,435.519,5.27,116.5,0.0234,112.07,10,2,6,0,1,15,134.2,-76,202,1,4.8
232,"0",121.6,0.14,4,9.6,19.2,67.2,0,1,1,1,0,0.125,435.519,5.27,116.5,0.0234,112.07,10,2,6,0,1,15,134.2,-76,202,1,4.8
233,"0",16.86,0.16,4,9.6,76.8,9.6,0,1,1,1,0,0.125,435.519,5.27,116.5,0.0234,112.07,10,2,6,0,1,15,134.2,-76,202,1,4.8
234,"0",118.1,0.15,4,9.6,38.4,48,0,1,1,1,0,0.125,435.519,5.27,116.5,0.0234,112.07,10,2,6,0,1,15,134.2,-76,202,1,4.8
235,"0",134.7,0.2,4,28.8,38.4,28.8,0,1,1,1,0,0.125,435.519,5.27,116.5,0.0234,112.07,10,2,6,0,1,15,134.2,-76,202,1,4.8
236,"1",191.9,0.235,44.44,0,50,0,5.56,0,2,0,1,0.125,435.519,5.27,116.5,0.0234,112.07,10,2,6,0,0,14.4,0,0,0,0,0
237,"1",212,0.198,17.9,16.43,65.68,0,0,2,1,0,0,0.125,206.29,3.84,76,0.0684,37.3,4,1,2,1,0,14,0,0,0,0,0
238,"1",115.8,0.103,10,27,63,0,0,1,2,0,0,0.125,206.29,3.84,76,0.0684,37.3,4,1,2,0,1,13.4,0,0,0,0,0
239,"1",20,NA,5,46.5,48.5,0,0,2,2,0,0,0.25,206.29,3.84,76,0.0684,37.3,4,1,2,0,1,12.2,0,0,0,0,0
240,"1",58,0.25,10,45,32,13,0,1,2,1,0,0.25,206.29,3.84,76,0.0684,37.3,4,1,2,0,0,13,146.1,32.5,243,0.9,0
241,"0",96,0.25,10,45,38,7,0,1,2,1,0,0.25,206.29,3.84,76,0.0684,37.3,4,1,2,0,0,11.5,146.1,32.5,243,0.9,0
242,"0",143,0.25,10,45,25,20,0,1,2,1,0,0.25,206.29,3.84,76,0.0684,37.3,4,1,2,0,0,10.9,146.1,32.5,243,0.9,0
243,"1",NA,NA,20,0,40,40,0,0,1,1,0,0,206.29,3.84,76,0.0684,37.3,4,1,2,0,0,14,200,-50,200,1.1,0
244,"0",94.7,0.949,6.9,17.24,51.72,17.24,6.9,1,1,1,1,0.25,206.29,3.84,76,0.0684,37.3,4,1,2,0,1,13,46.1,-114.1,78.4,0.8,1.1
245,"1",121.9,0.306,6.9,17.24,34.48,34.48,6.9,1,1,1,1,0.25,206.29,3.84,76,0.0684,37.3,4,1,2,0,1,13,46.1,-114.1,78.4,0.8,1.1
246,"0",NA,NA,6,61.1,32.9,0,0,1,2,0,0,0.125,206.29,3.84,76,0.0684,37.3,4,1,2,1,0,9.7,0,0,0,0,0
247,"0",31.99,0.114,5,19,76,0,0,1,2,0,0,0.125,360.83,5.28,80.5,0.00071,52.6,7,0,3,0,1,13.5,0,0,0,0,0
248,"0",38.9,0.132,10,18,72,0,0,1,2,0,0,0.125,360.83,5.28,80.5,0.00071,52.6,7,0,3,0,1,13.5,0,0,0,0,0
249,"0",47.56,0.158,15,17,68,0,0,1,2,0,0,0.125,360.83,5.28,80.5,0.00071,52.6,7,0,3,0,1,13.5,0,0,0,0,0
250,"0",44.16,0.134,5,23.75,71.26,0,0,1,2,0,0,0.125,360.83,5.28,80.5,0.00071,52.6,7,0,3,0,1,13.5,0,0,0,0,0
251,"0",49.1,0.159,10,22.5,67.5,0,0,1,2,0,0,0.125,360.83,5.28,80.5,0.00071,52.6,7,0,3,0,1,13.5,0,0,0,0,0
252,"0",62,0.17,15,21.25,63.76,0,0,1,2,0,0,0.125,360.83,5.28,80.5,0.00071,52.6,7,0,3,0,1,13.5,0,0,0,0,0
253,"0",73,0.228,5,28.5,66.5,0,0,1,2,0,0,0.125,360.83,5.28,80.5,0.00071,52.6,7,0,3,0,1,13.5,0,0,0,0,0
254,"0",85.06,0.214,10,27,63,0,0,1,2,0,0,0.125,360.83,5.28,80.5,0.00071,52.6,7,0,3,0,1,13.5,0,0,0,0,0
255,"0",76.53,0.16,15,25.5,59.5,0,0,1,2,0,0,0.125,360.83,5.28,80.5,0.00071,52.6,7,0,3,0,1,13.5,0,0,0,0,0
256,"0",117.66,0.201,5,38,57,0,0,1,2,0,0,0.125,360.83,5.28,80.5,0.00071,52.6,7,0,3,0,1,13.5,0,0,0,0,0
257,"1",120.33,0.189,10,36,54,0,0,1,2,0,0,0.125,360.83,5.28,80.5,0.00071,52.6,7,0,3,0,1,13.5,0,0,0,0,0
258,"0",117.66,0.137,15,34,51,0,0,1,2,0,0,0.125,360.83,5.28,80.5,0.00071,52.6,7,0,3,0,1,13.5,0,0,0,0,0
259,"1",152.3,0.341,10,18,45,0,27,1,2,0,1,0.25,360.83,5.28,80.5,0.00071,52.6,7,0,3,0,1,13.4,0,0,0,0,0
260,"0",177,0.362,15,17,42.5,0,25.5,1,2,0,1,0.25,360.83,5.28,80.5,0.00071,52.6,7,0,3,0,1,13.4,0,0,0,0,0
261,"1",208,0.357,10,22.5,67.5,0,0,1,2,0,0,0.125,360.83,5.28,80.5,0.00071,52.6,7,0,3,0,1,13.3,0,0,0,0,0
262,"1",200,0.378,15,21.25,63.75,0,0,1,2,0,0,0.125,360.83,5.28,80.5,0.00071,52.6,7,0,3,0,1,13.3,0,0,0,0,0
263,"0",545,0.252,5,45.13,45.13,4.75,0,1,1,1,0,0.125,360.83,5.28,80.5,0.00071,52.6,7,0,3,1,0,15,300,6,220,1.1,90
264,"0",596.85,0.284,5,15.04,75.21,4.75,0,1,1,1,0,0.125,360.83,5.28,80.5,0.00071,52.6,7,0,3,1,0,15,300,6,220,1.1,90
265,"0",311,0.0965,5,45.13,45.12,4.75,0,1,2,1,0,0.25,360.83,5.28,80.5,0.00071,52.6,7,0,3,1,0,7.8,300,6,220,1.1,90
266,"0",564,0.5665,5,15.04,75.21,4.75,0,1,2,1,0,0.25,360.83,5.28,80.5,0.00071,52.6,7,0,3,1,0,7.8,300,6,220,1.1,90
